Size,Time_ms,CharComparisons
100,0,293
200,0,714
300,0,1211
400,0,1779
500,0,2474
600,0,3108
700,0,3836
800,0,4548
900,0,5387
1000,0,6116
1100,0,7093
1200,0,7930
1300,0,8897
1400,0,9904
1500,0,10947
1600,0,11675
1700,0,12889
1800,0,13887
1900,0,14917
2000,0,16041
2100,0,17124
2200,0,18262
2300,0,19408
2400,0,20602
2500,0,21863
2600,0,23115
2700,0,24205
2800,1,25444
2900,1,26580
3000,1,27893
