Size,Time_ms,CharComparisons
100,0,303
200,0,738
300,0,1216
400,0,1762
500,0,2323
600,0,2877
700,0,3578
800,0,4186
900,0,4882
1000,0,5644
1100,0,6315
1200,0,7038
1300,0,7825
1400,0,8543
1500,0,9366
1600,0,10171
1700,0,11070
1800,0,11959
1900,0,12610
2000,0,13534
2100,0,14415
2200,0,15171
2300,0,16051
2400,0,16733
2500,0,17916
2600,0,18611
2700,1,19396
2800,0,20406
2900,0,21345
3000,0,22435
